"entryID","submissionID","submitterID","marker","referenceDB","pipeline","sampleID","referenceDB_simplified","error_rate_tool","ASV.OTU","tax_assign_cat","otu_seq_comp_appr","tax_class_id_cutoff","tax_class_evalue","tax_class_query_cutoff","tax_class_collapse","screen_other","screen_explanation","PC1","PC2"
"geraldinePascal_16S_16SAllFishDez2023_frogsSWARM_C","geraldinePascal_16S_16SAllFishDez2023_frogsSWARM","geraldinePascal","16S","16SAllFishDez2023","frogsSWARM","C","16SAllFishDez2023","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",0.32629563321355,0.04861127463965
"geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsDADA2_A","geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsDADA2","geraldinePascal","COI","COIMetazoaSep2024wormstax","frogsDADA2","A","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.422597138310637,0.0745242770547257
"geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsDADA2_B","geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsDADA2","geraldinePascal","COI","COIMetazoaSep2024wormstax","frogsDADA2","B","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.439387320944853,0.0849531439074449
"geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsDADA2_C","geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsDADA2","geraldinePascal","COI","COIMetazoaSep2024wormstax","frogsDADA2","C","COIMetazoa","dada2","ASV","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.44838025521109,0.0620503400329631
"geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsSWARM_A","geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsSWARM","geraldinePascal","COI","COIMetazoaSep2024wormstax","frogsSWARM","A","COIMetazoa","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.418606189411962,0.0727106605099685
"geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsSWARM_B","geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsSWARM","geraldinePascal","COI","COIMetazoaSep2024wormstax","frogsSWARM","B","COIMetazoa","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.436356211362622,0.0790476842977309
"geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsSWARM_C","geraldinePascal_COI_COIMetazoaSep2024wormstax_frogsSWARM","geraldinePascal","COI","COIMetazoaSep2024wormstax","frogsSWARM","C","COIMetazoa","swarm","OTU","sequence similarity","blastn",NA,NA,NA,NA,"YES","needleall after blastn for optimum alignment",-0.447574851277989,0.0561996752632051
"lukeThompson_12S_12SAllFishDez2023_tourmaline_A","lukeThompson_12S_12SAllFishDez2023_tourmaline","lukeThompson","12S","12SAllFishDez2023","tourmaline","A","12SAllFishDez2023","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",0.0146611704116028,-0.197810538670176
"lukeThompson_12S_12SAllFishDez2023_tourmaline_B","lukeThompson_12S_12SAllFishDez2023_tourmaline","lukeThompson","12S","12SAllFishDez2023","tourmaline","B","12SAllFishDez2023","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",-0.0296886933391956,-0.171141072128833
"lukeThompson_12S_12SAllFishDez2023_tourmaline_C","lukeThompson_12S_12SAllFishDez2023_tourmaline","lukeThompson","12S","12SAllFishDez2023","tourmaline","C","12SAllFishDez2023","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",-0.0171013443612156,-0.200289499027599
"lukeThompson_16S_16SAllFishDez2023_tourmaline_A","lukeThompson_16S_16SAllFishDez2023_tourmaline","lukeThompson","16S","16SAllFishDez2023","tourmaline","A","16SAllFishDez2023","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",0.298629967455683,0.366892228235298
"lukeThompson_16S_16SAllFishDez2023_tourmaline_B","lukeThompson_16S_16SAllFishDez2023_tourmaline","lukeThompson","16S","16SAllFishDez2023","tourmaline","B","16SAllFishDez2023","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",0.318708813172051,0.372921789544279
"lukeThompson_16S_16SAllFishDez2023_tourmaline_C","lukeThompson_16S_16SAllFishDez2023_tourmaline","lukeThompson","16S","16SAllFishDez2023","tourmaline","C","16SAllFishDez2023","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",0.308427901558724,0.352815694798232
"lukeThompson_COI_COIMetazoa_tourmaline_A","lukeThompson_COI_COIMetazoa_tourmaline","lukeThompson","COI","COIMetazoa","tourmaline","A","COIMetazoa","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",-0.41899043050664,0.0722490473504615
"lukeThompson_COI_COIMetazoa_tourmaline_B","lukeThompson_COI_COIMetazoa_tourmaline","lukeThompson","COI","COIMetazoa","tourmaline","B","COIMetazoa","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",-0.436807795515003,0.079006057169658
"lukeThompson_COI_COIMetazoa_tourmaline_C","lukeThompson_COI_COIMetazoa_tourmaline","lukeThompson","COI","COIMetazoa","tourmaline","C","COIMetazoa","dada2","ASV","sequence composition","qiime2",NA,NA,NA,NA,"YES","outlier detection odseq, rarefaction 5000",-0.446299191117158,0.0540228475416457
"oriolCanals_COI_COIMetazoaSep2024wormstax_In-house_A","oriolCanals_COI_COIMetazoaSep2024wormstax_In-house","oriolCanals","COI","COIMetazoaSep2024wormstax","In-house","A","COIMetazoa","mothur","OTU","sequence composition","mothur",0.7,NA,NA,NA,NA,NA,-0.41953880501935,0.0771912629736864
"oriolCanals_COI_COIMetazoaSep2024wormstax_In-house_B","oriolCanals_COI_COIMetazoaSep2024wormstax_In-house","oriolCanals","COI","COIMetazoaSep2024wormstax","In-house","B","COIMetazoa","mothur","OTU","sequence composition","mothur",0.7,NA,NA,NA,NA,NA,-0.437330293487241,0.0837401242074446
"oriolCanals_COI_COIMetazoaSep2024wormstax_In-house_C","oriolCanals_COI_COIMetazoaSep2024wormstax_In-house","oriolCanals","COI","COIMetazoaSep2024wormstax","In-house","C","COIMetazoa","mothur","OTU","sequence composition","mothur",0.7,NA,NA,NA,NA,NA,-0.443011364128496,0.0620752087966495
"seanJungbluth_COI_CRUXcustom_DADA2_A","seanJungbluth_COI_CRUXcustom_DADA2","seanJungbluth","COI","CRUXcustom","DADA2","A","CRUXcustom","dada2","ASV","other","bowtie2-blca",NA,NA,NA,"BLCA",NA,NA,-0.399611650068196,0.128405211195606
"seanJungbluth_COI_CRUXcustom_DADA2_B","seanJungbluth_COI_CRUXcustom_DADA2","seanJungbluth","COI","CRUXcustom","DADA2","B","CRUXcustom","dada2","ASV","other","bowtie2-blca",NA,NA,NA,"BLCA",NA,NA,-0.420458558306997,0.0853430544458879
"seanJungbluth_COI_CRUXcustom_DADA2_C","seanJungbluth_COI_CRUXcustom_DADA2","seanJungbluth","COI","CRUXcustom","DADA2","C","CRUXcustom","dada2","ASV","other","bowtie2-blca",NA,NA,NA,"BLCA",NA,NA,-0.4253656690686,0.089722323677857
